,Datetime,Symbol,Open,High,Low,Close
29,2022-07-01 13:36:00,BTC,19267.2773351387,19279.0977250389,19264.7690113429,19272.2357967334
30,2022-07-01 13:37:00,BTC,19271.477822536,19279.9949972237,19270.9867042749,19273.0182826318
31,2022-07-01 13:38:00,BTC,19273.0181851627,19273.0181851627,19261.2428169974,19261.9643123648
32,2022-07-01 13:39:00,BTC,19261.9643733322,19264.1752978329,19258.9829292553,19258.9904131045
33,2022-07-01 13:40:00,BTC,19259.0334128266,19265.7375540153,19255.3349396454,19264.167285829
34,2022-07-01 13:41:00,BTC,19264.1671531599,19283.241411488,19256.067905547,19264.0320183529
35,2022-07-01 13:42:00,BTC,19264.1347352945,19270.2227660033,19258.0606251572,19269.8541503489
36,2022-07-01 13:43:00,BTC,19271.1466340681,19273.7982771326,19260.6682457259,19270.4287886426
37,2022-07-01 13:44:00,BTC,19270.4287910014,19289.2411887586,19266.108078411,19289.2411887586
38,2022-07-01 13:45:00,BTC,19289.3124420177,19313.3316679846,19287.1113957749,19309.8033570009
39,2022-07-01 13:46:00,BTC,19310.5818938327,19311.7695678206,19285.4492210549,19290.1314528187
40,2022-07-01 13:47:00,BTC,19290.1314062013,19293.3735704867,19285.4187592094,19292.1748371248
41,2022-07-01 13:48:00,BTC,19290.4712773271,19321.978436094,19290.4595412303,19313.1117486692
42,2022-07-01 13:49:00,BTC,19313.0225691341,19313.0225691341,19297.0854180172,19301.8757582886
43,2022-07-01 13:50:00,BTC,19302.334321443,19302.334321443,19296.3428712542,19298.7131183813
44,2022-07-01 13:51:00,BTC,19295.3813545674,19300.3602596325,19289.7174742164,19289.7250609458
45,2022-07-01 13:52:00,BTC,19286.2082517145,19286.2082517145,19264.6014753865,19267.8092221415
46,2022-07-01 13:53:00,BTC,19268.4699483103,19306.2984741358,19268.0917349025,19306.2984741358
47,2022-07-01 13:54:00,BTC,19306.648823676,19335.9296828692,19303.366581204,19323.7202155839
48,2022-07-01 13:55:00,BTC,19318.6406847785,19318.6406847785,19282.6581464319,19286.0834238553
49,2022-07-01 13:56:00,BTC,19288.1295727568,19297.2853206799,19279.4418569419,19294.6283971659
50,2022-07-01 13:57:00,BTC,19295.3219736748,19295.3219736748,19277.2633740694,19286.6483054639
51,2022-07-01 13:58:00,BTC,19284.7204461796,19285.5890556516,19268.9164702662,19273.4264350177
52,2022-07-01 13:59:00,BTC,19272.5681819748,19279.9150033155,19264.4937410489,19265.1058400741
53,2022-07-01 14:00:00,BTC,19264.706500022,19286.8181565813,19264.6557262851,19286.8181565813
54,2022-07-01 14:01:00,BTC,19284.8439328268,19317.380330427,19263.7343118978,19307.5802124773
55,2022-07-01 14:02:00,BTC,19308.2090718684,19325.6506850779,19305.8836116606,19324.2871575584
56,2022-07-01 14:03:00,BTC,19324.1651450351,19339.6945519975,19311.492135856,19311.492135856
57,2022-07-01 14:04:00,BTC,19310.0172862105,19315.6189713479,19302.0562858042,19306.02514194
58,2022-07-01 14:05:00,BTC,19310.0172862105,19315.6189713479,19302.0562858042,19306.02514194
59,2022-07-01 14:06:00,BTC,19303.7218349638,19304.308092658,19293.7516516637,19296.100379949
60,2022-07-01 14:07:00,BTC,19295.1301864572,19295.4509146825,19263.7599476269,19275.5082570631
61,2022-07-01 14:08:00,BTC,19285.7896580229,19301.8712775208,19285.7896580229,19296.6479520296
62,2022-07-01 14:09:00,BTC,19285.7896580229,19301.8712775208,19285.7896580229,19296.6479520296
63,2022-07-01 14:10:00,BTC,19296.6135524446,19301.3093623304,19293.720834567,19293.720834567
64,2022-07-01 14:11:00,BTC,19314.0148713608,19322.6739483741,19302.8724486752,19305.0323939055
65,2022-07-01 14:12:00,BTC,19312.3883321599,19333.2918157905,19311.9802269464,19316.1661550013
66,2022-07-01 14:13:00,BTC,19312.3883321599,19333.2918157905,19311.9802269464,19316.1661550013
67,2022-07-01 14:14:00,BTC,19308.3798339456,19318.447437339,19295.4008587374,19318.447417143
68,2022-07-01 14:15:00,BTC,19319.1394722785,19356.0961626245,19319.1394722785,19324.7927330376
69,2022-07-01 14:16:00,BTC,19324.7959650005,19326.4195461836,19305.2553207577,19307.8591161766
70,2022-07-01 14:17:00,BTC,19307.8591232549,19328.025233003,19307.8591232549,19322.1735570096
71,2022-07-01 14:18:00,BTC,19322.2070952349,19342.4515393977,19320.4902407638,19342.0140480072
72,2022-07-01 14:19:00,BTC,19342.0140480235,19342.4461023337,19330.9057328982,19330.9057328982
73,2022-07-01 14:20:00,BTC,19330.8970658569,19374.3083757536,19330.8970658569,19350.1306426187
74,2022-07-01 14:21:00,BTC,19330.8970658569,19374.3083757536,19330.8970658569,19350.1306426187
75,2022-07-01 14:22:00,BTC,19348.8860342661,19348.8860342661,19312.4826825543,19315.1081127291
76,2022-07-01 14:23:00,BTC,19315.2244296046,19327.6462158462,19312.7357831087,19323.9741802565
77,2022-07-01 14:24:00,BTC,19320.7605794461,19329.927132487,19308.0487739148,19321.060823011
78,2022-07-01 14:25:00,BTC,19320.7605794461,19329.927132487,19308.0487739148,19321.060823011
79,2022-07-01 14:26:00,BTC,19315.4334401908,19320.8404191436,19308.6492955986,19309.0468201925
80,2022-07-01 14:27:00,BTC,19308.5426761993,19315.5893133008,19307.8669154783,19308.8311524012
81,2022-07-01 14:28:00,BTC,19308.8113036871,19313.8916408678,19305.6003756511,19305.6003756511
82,2022-07-01 14:29:00,BTC,19305.2492614406,19305.2846497614,19287.690599412,19291.6938115855
83,2022-07-01 14:30:00,BTC,19291.4231327732,19358.1611662578,19289.6979592462,19329.9140438363
84,2022-07-01 14:31:00,BTC,19325.2679598557,19352.8253189743,19299.3696104299,19302.9871618645
85,2022-07-01 14:32:00,BTC,19294.4762219157,19303.153926222,19254.4273545214,19296.7666954279
86,2022-07-01 14:33:00,BTC,19299.9942237675,19331.1403873205,19299.9942237675,19309.4342732599
87,2022-07-01 14:34:00,BTC,19301.4193167279,19301.4193167279,19257.7514556579,19279.6352435417
88,2022-07-01 14:35:00,BTC,19274.0226944774,19278.9505895351,19244.2133738981,19249.1897252995
89,2022-07-01 14:36:00,BTC,19248.5303467844,19248.5303467844,19201.3502962933,19230.7267122812
90,2022-07-01 14:37:00,BTC,19230.5929588224,19267.8061566161,19230.5929588224,19266.0893042575
91,2022-07-01 14:38:00,BTC,19266.1190632229,19288.4792878415,19248.5340833351,19256.8173788169
92,2022-07-01 14:39:00,BTC,19256.4587420703,19271.6039064314,19248.605556042,19254.4265108268
93,2022-07-01 14:40:00,BTC,19254.433997642,19288.8453694355,19254.433997642,19276.9431134385
94,2022-07-01 14:41:00,BTC,19280.0498271181,19334.4391493387,19279.7154300471,19334.4391493387
95,2022-07-01 14:42:00,BTC,19333.5589537827,19404.8598199687,19323.9172563085,19371.4722799188
96,2022-07-01 14:43:00,BTC,19372.8674470882,19407.4597247393,19369.5219838138,19403.7716210419
97,2022-07-01 14:44:00,BTC,19404.9913824864,19471.2884603585,19404.9913824864,19447.0442536268
98,2022-07-01 14:45:00,BTC,19459.5328037211,19570.0797232296,19430.063705884,19561.9363025835
99,2022-07-01 14:46:00,BTC,19576.4421690395,19638.4514311276,19561.3961288167,19578.4033186717
100,2022-07-01 14:47:00,BTC,19578.2580242266,19592.4730293472,19537.4898597053,19546.2421021017
101,2022-07-01 14:48:00,BTC,19546.7541731319,19588.8539522948,19528.9921755072,19581.6968134954
102,2022-07-01 14:49:00,BTC,19579.7119894314,19582.9774605256,19549.0570014257,19549.3559293333
103,2022-07-01 14:50:00,BTC,19548.9836787217,19560.9275564192,19507.4840292231,19510.320289973
104,2022-07-01 14:51:00,BTC,19510.6180905379,19511.6687618431,19489.8041635302,19497.5111797752
105,2022-07-01 14:52:00,BTC,19501.1280935127,19532.4164489549,19497.9992249397,19527.576412967
106,2022-07-01 14:53:00,BTC,19536.5904597997,19550.1240557791,19509.3377646358,19514.4756245565
107,2022-07-01 14:54:00,BTC,19518.8498714721,19543.205739129,19518.3925120824,19519.5530959301
108,2022-07-01 14:55:00,BTC,19521.4533163977,19529.2050933029,19501.8388385456,19503.4061032654
109,2022-07-01 14:56:00,BTC,19513.5055087934,19517.6157670138,19497.837034177,19497.837034177
110,2022-07-01 14:57:00,BTC,19500.0440578337,19529.0865301645,19472.0549613699,19477.223831306
111,2022-07-01 14:58:00,BTC,19491.1523294742,19503.7941689535,19460.6625933231,19464.9066552541
112,2022-07-01 14:59:00,BTC,19464.9066563341,19477.8451982149,19447.8112448073,19464.989469867
113,2022-07-01 15:00:00,BTC,19460.8802311157,19510.1517347573,19431.1398665992,19460.5060576164
114,2022-07-01 15:01:00,BTC,19463.8913535544,19469.6611373562,19439.873670372,19442.3665568317
115,2022-07-01 15:02:00,BTC,19384.7394013829,19390.9436594364,19364.8912473401,19368.9844024063
116,2022-07-01 15:03:00,BTC,19390.6225240978,19392.7099868113,19366.1683314568,19375.9313208769
117,2022-07-01 15:04:00,BTC,19404.1628550076,19420.3053979489,19401.8151567318,19408.7782387568
118,2022-07-01 15:05:00,BTC,19433.6769376914,19462.3831078845,19429.9570269236,19457.0662201403
119,2022-07-01 15:06:00,BTC,19462.297788267,19487.5439501412,19407.6841686337,19407.847048612
120,2022-07-01 15:07:00,BTC,19378.4070270997,19379.2970179878,19364.5729930345,19367.4052340509
121,2022-07-01 15:08:00,BTC,19363.0245434336,19369.9571524246,19332.0590501112,19352.5395524417
122,2022-07-01 15:09:00,BTC,19351.2564801728,19381.9440592644,19347.1029764668,19376.3029480569
123,2022-07-01 15:10:00,BTC,19379.186500221,19392.4198339151,19376.292589349,19387.0174493371
124,2022-07-01 15:11:00,BTC,19389.5472439618,19397.1168809432,19344.3326381746,19359.0375519965
125,2022-07-01 15:12:00,BTC,19356.0692997026,19362.961821666,19339.8433174281,19350.2953589103
126,2022-07-01 15:13:00,BTC,19356.0692997026,19362.961821666,19339.8433174281,19350.2953589103
127,2022-07-01 15:14:00,BTC,19349.7684032386,19378.3620463064,19349.1574367219,19367.8708515162
128,2022-07-01 15:15:00,BTC,19365.6767342952,19386.18215987,19359.3039791891,19359.934948591
129,2022-07-01 15:16:00,BTC,19354.6915891599,19369.0035168722,19353.0695636228,19357.4765657664
130,2022-07-01 15:17:00,BTC,19354.6915891599,19369.0035168722,19353.0695636228,19357.4765657664
131,2022-07-01 15:18:00,BTC,19356.9745368742,19384.812602242,19356.9745368742,19378.9577994017
132,2022-07-01 15:19:00,BTC,19374.0293126838,19402.108567759,19368.8797784316,19394.1761312603
133,2022-07-01 15:20:00,BTC,19394.1686102284,19419.3578549543,19387.6974935706,19388.0703518833
134,2022-07-01 15:21:00,BTC,19394.1686102284,19419.3578549543,19387.6974935706,19388.0703518833
135,2022-07-01 15:22:00,BTC,19350.8374887336,19353.0332092531,19322.1480954929,19333.794722491
136,2022-07-01 15:23:00,BTC,19330.6307844075,19360.5949497398,19327.3635676993,19352.39816062
137,2022-07-01 15:24:00,BTC,19350.5905246757,19355.7554304006,19347.0554273185,19352.2666994465
138,2022-07-01 15:25:00,BTC,19340.2611963549,19353.6868106193,19331.6162752213,19336.4953926161
139,2022-07-01 15:26:00,BTC,19336.4828751443,19336.4828751443,19305.8552711066,19307.543203709
140,2022-07-01 15:27:00,BTC,19307.1833372869,19319.134218431,19299.1897156141,19306.1717100198
141,2022-07-01 15:28:00,BTC,19299.3997498581,19315.968787237,19296.3451154584,19313.6683442728
142,2022-07-01 15:29:00,BTC,19299.3997498581,19315.968787237,19296.3451154584,19313.6683442728
143,2022-07-01 15:30:00,BTC,19310.6489635081,19316.2190133516,19297.1894424568,19312.5109601897
144,2022-07-01 15:31:00,BTC,19310.8204569376,19327.3574932973,19297.8236101625,19305.4301654608
145,2022-07-01 15:32:00,BTC,19303.8522381491,19303.8522381491,19287.6232106032,19298.1607881624
146,2022-07-01 15:33:00,BTC,19303.8522381491,19303.8522381491,19287.6232106032,19298.1607881624
147,2022-07-01 15:34:00,BTC,19299.7604290179,19345.6898875016,19299.3801410016,19334.7304180697
148,2022-07-01 15:35:00,BTC,19337.5546133478,19339.4777582633,19316.1542742323,19322.2549518241
149,2022-07-01 15:36:00,BTC,19324.7274882838,19351.1982911648,19321.5248781282,19349.4698046663
150,2022-07-01 15:37:00,BTC,19324.7274882838,19351.1982911648,19321.5248781282,19349.4698046663
151,2022-07-01 15:38:00,BTC,19378.6682504258,19399.5273531302,19375.198011451,19381.3430648056
152,2022-07-01 15:39:00,BTC,19381.2100646816,19390.425823228,19377.4952787593,19381.7433642107
153,2022-07-01 15:40:00,BTC,19381.2061383174,19396.867863271,19368.1617206502,19393.7412544193
154,2022-07-01 15:41:00,BTC,19389.6902702695,19436.3862463866,19389.6902702695,19436.3862463866
155,2022-07-01 15:42:00,BTC,19434.6563267827,19438.301905996,19408.0945797916,19409.2755491436
156,2022-07-01 15:43:00,BTC,19409.2638973971,19415.1928253697,19402.550193709,19415.1928253697
157,2022-07-01 15:44:00,BTC,19415.343997959,19415.720502709,19398.5553564734,19398.7187494801
158,2022-07-01 15:45:00,BTC,19397.6964044664,19400.5851012673,19387.8759140287,19390.630439133
159,2022-07-01 15:46:00,BTC,19389.8706065323,19391.0339234326,19369.4116054222,19376.3055112402
160,2022-07-01 15:47:00,BTC,19378.8008777272,19401.1136363659,19378.8008777272,19401.1136363659
161,2022-07-01 15:48:00,BTC,19406.0675406448,19412.2967200684,19395.8627162391,19399.1310006239
162,2022-07-01 15:49:00,BTC,19398.6353084481,19398.6353084481,19377.2891582337,19382.7082263439
163,2022-07-01 15:50:00,BTC,19382.7077614391,19419.3839423539,19380.1458560689,19419.3839423539
164,2022-07-01 15:51:00,BTC,19418.1720496139,19431.2028053343,19413.2014646522,19413.2810830823
165,2022-07-01 15:52:00,BTC,19413.2893505195,19414.8270373892,19400.852665697,19400.852665697
166,2022-07-01 15:53:00,BTC,19400.7713336797,19400.8313710795,19392.5779937202,19396.9510590841
167,2022-07-01 15:54:00,BTC,19395.3553503139,19395.3553503139,19386.0868177847,19390.2427662681
168,2022-07-01 15:55:00,BTC,19341.4233997355,19344.5370383943,19327.4882989304,19331.0982510968
169,2022-07-01 15:56:00,BTC,19331.1035471806,19337.6739325421,19316.095661379,19331.8205001195
170,2022-07-01 15:57:00,BTC,19369.2568484232,19382.951284841,19368.544028304,19378.4992668386
171,2022-07-01 15:58:00,BTC,19378.6643213087,19448.7622358527,19375.7726933618,19428.4145668598
172,2022-07-01 15:59:00,BTC,19420.8812737725,19422.1841790033,19386.751188761,19390.5632062613
173,2022-07-01 16:00:00,BTC,19388.6170640731,19403.0161332008,19382.175800067,19403.0161332008
174,2022-07-01 16:01:00,BTC,19422.6071806758,19432.0806937036,19417.1959261911,19417.1959261911
175,2022-07-01 16:02:00,BTC,19417.2716443198,19422.1315134965,19400.7274590004,19402.2916828025
176,2022-07-01 16:03:00,BTC,19403.4168215661,19428.4954882457,19400.248117088,19422.0334342779
177,2022-07-01 16:04:00,BTC,19422.0645186978,19435.8351397401,19411.5749405203,19422.7594284503
178,2022-07-01 16:05:00,BTC,19445.0972887248,19461.4554173936,19432.5012911765,19434.9212613922
179,2022-07-01 16:06:00,BTC,19435.3330588035,19435.3330588035,19406.8933365187,19410.8681256468
180,2022-07-01 16:07:00,BTC,19413.1131181532,19438.2822595817,19406.1092256337,19428.1879988417
181,2022-07-01 16:08:00,BTC,19428.5075609013,19428.5075609013,19412.2523009484,19412.2523009484
182,2022-07-01 16:09:00,BTC,19412.3346720808,19419.0224705878,19408.9413274807,19414.1482064407
183,2022-07-01 16:10:00,BTC,19412.7421425832,19413.8507482548,19389.8619711723,19390.498458105
184,2022-07-01 16:11:00,BTC,19391.2777082352,19391.2777082352,19372.95483525,19388.4778580628
185,2022-07-01 16:12:00,BTC,19398.0466844407,19400.527755513,19383.1727591469,19387.2933378758
186,2022-07-01 16:13:00,BTC,19393.3104245178,19393.3104245178,19370.0942902528,19370.8132578527
187,2022-07-01 16:14:00,BTC,19370.7307255811,19387.7566827318,19368.9364100605,19376.818703782
188,2022-07-01 16:15:00,BTC,19376.3601879449,19377.8422101897,19363.3100580595,19370.6730026702
189,2022-07-01 16:16:00,BTC,19374.3590799528,19401.3308434726,19364.688489482,19401.3308434726
190,2022-07-01 16:17:00,BTC,19403.3019440604,19403.3019440604,19388.0843139626,19391.2786192581
191,2022-07-01 16:18:00,BTC,19403.3019440604,19403.3019440604,19388.0843139626,19391.2786192581
192,2022-07-01 16:19:00,BTC,19360.7707534112,19388.6153553823,19360.7707534112,19388.3837985906
193,2022-07-01 16:20:00,BTC,19388.3838075992,19397.9945132011,19386.3536147663,19397.5373004477
194,2022-07-01 16:21:00,BTC,19397.6112873362,19408.2210838956,19365.3916046264,19394.8813142514
195,2022-07-01 16:22:00,BTC,19390.8620559822,19393.1636560591,19365.0657987399,19365.0657987399
196,2022-07-01 16:23:00,BTC,19390.8620559822,19393.1636560591,19365.0657987399,19365.0657987399
197,2022-07-01 16:24:00,BTC,19357.7557016716,19360.6369510343,19333.8130854031,19345.9555341236
198,2022-07-01 16:25:00,BTC,19345.9555264151,19353.6377747651,19339.8874367591,19348.9971244075
199,2022-07-01 16:26:00,BTC,19352.6303213877,19367.0283398713,19341.1567728141,19360.8852084119
200,2022-07-01 16:27:00,BTC,19360.7909740895,19378.1246943399,19354.6835520733,19378.1246943399
201,2022-07-01 16:28:00,BTC,19377.4782955982,19389.9510245554,19371.4563904478,19376.4517079493
202,2022-07-01 16:29:00,BTC,19376.8141593203,19385.8227138583,19376.8141593203,19383.9020840123
203,2022-07-01 16:30:00,BTC,19384.2748832375,19396.7973251773,19378.035316053,19381.8491518609
204,2022-07-01 16:31:00,BTC,19381.9393197856,19383.0121073894,19354.3280452223,19354.3280452223
205,2022-07-01 16:32:00,BTC,19350.3402496193,19359.1620146534,19321.4856553248,19321.7347630899
206,2022-07-01 16:33:00,BTC,19318.8528367715,19323.5685846386,19308.7234653845,19321.1637127523
207,2022-07-01 16:34:00,BTC,19321.2391778577,19328.6304127769,19311.8426792987,19323.5202374011
208,2022-07-01 16:35:00,BTC,19321.2391778577,19328.6304127769,19311.8426792987,19323.5202374011
209,2022-07-01 16:36:00,BTC,19323.4645236996,19330.4394416591,19314.0628659106,19315.6475060763
210,2022-07-01 16:37:00,BTC,19315.6729630517,19317.0663800814,19309.5562428125,19309.6239093654
211,2022-07-01 16:38:00,BTC,19308.9018505469,19311.7344649088,19259.6736306465,19286.4132204786
212,2022-07-01 16:39:00,BTC,19293.3747611246,19293.3747611246,19208.7027839021,19216.6032492723
213,2022-07-01 16:40:00,BTC,19214.5622035519,19243.1015798389,19212.1786518866,19225.3260842886
214,2022-07-01 16:41:00,BTC,19214.5622035519,19243.1015798389,19212.1786518866,19225.3260842886
215,2022-07-01 16:42:00,BTC,19228.3833175534,19232.6263523187,19222.2801199975,19232.6263523187
216,2022-07-01 16:43:00,BTC,19231.8826715355,19231.8826715355,19212.9380501348,19221.4757090638
217,2022-07-01 16:44:00,BTC,19221.4681891534,19232.2476342884,19190.261550411,19230.6281724741
218,2022-07-01 16:45:00,BTC,19230.7358462424,19235.1400578374,19214.6761245503,19233.9096626594
219,2022-07-01 16:46:00,BTC,19233.9055589404,19233.9055589404,19219.2737759903,19230.7250351761
220,2022-07-01 16:47:00,BTC,19231.102975864,19234.8077011337,19221.8453768012,19224.8295108521
221,2022-07-01 16:48:00,BTC,19224.7709387829,19269.6163829472,19219.4636017088,19262.4068885754
222,2022-07-01 16:49:00,BTC,19259.6353794344,19264.604787342,19234.4962695801,19255.9293624252
223,2022-07-01 16:50:00,BTC,19262.2658553923,19262.883406406,19248.1690704599,19250.095064365
224,2022-07-01 16:51:00,BTC,19252.0048481906,19264.4733313345,19242.8110605406,19255.0261171089
225,2022-07-01 16:52:00,BTC,19255.2268557437,19264.0031333653,19253.135622319,19257.4593650793
226,2022-07-01 16:53:00,BTC,19288.525179487,19294.8603544342,19273.1374903995,19291.1747812836
227,2022-07-01 16:54:00,BTC,19291.2576093958,19298.2141945396,19287.7304781976,19298.2141945396
228,2022-07-01 16:55:00,BTC,19305.0360816636,19305.0360816636,19296.3445348376,19297.4356772636
229,2022-07-01 16:56:00,BTC,19299.1370116024,19300.2004159632,19286.4605839144,19292.2152855059
230,2022-07-01 16:57:00,BTC,19292.012768063,19308.7047897909,19290.5503459185,19305.5053505014
231,2022-07-01 16:58:00,BTC,19304.7306709252,19325.878697588,19304.6476967566,19311.0205892114
232,2022-07-01 16:59:00,BTC,19330.9194670289,19358.1142000953,19325.7941269599,19341.5797727478
233,2022-07-01 17:00:00,BTC,19346.7437753801,19352.0795856107,19336.8307709941,19343.1666868007
234,2022-07-01 17:01:00,BTC,19343.0910072778,19361.520542078,19339.9969901654,19361.5003242347
235,2022-07-01 17:02:00,BTC,19361.500324743,19386.7535011097,19360.6807418261,19372.2094103853
236,2022-07-01 17:03:00,BTC,19371.1225495156,19407.8179725008,19362.0381815304,19402.4960486184
237,2022-07-01 17:04:00,BTC,19402.8636088103,19402.8636088103,19376.5333218538,19380.2994217509
238,2022-07-01 17:05:00,BTC,19377.617173975,19380.2723324645,19370.8092288957,19375.2116151385
239,2022-07-01 17:06:00,BTC,19375.2116180188,19394.4697319916,19375.2116180188,19389.4484142123
240,2022-07-01 17:07:00,BTC,19386.6768647879,19394.208456144,19386.1318698175,19393.8954363996
241,2022-07-01 17:08:00,BTC,19393.969620204,19394.2100379716,19357.7799800415,19366.5848206125
242,2022-07-01 17:09:00,BTC,19366.5138816428,19387.1157278234,19366.5138816428,19385.590851884
243,2022-07-01 17:10:00,BTC,19385.5978373888,19397.1700514955,19368.7671195908,19371.5189665629
244,2022-07-01 17:11:00,BTC,19373.9513824647,19392.0129090147,19371.4693136789,19389.5664171685
245,2022-07-01 17:12:00,BTC,19389.3956736711,19394.2568156487,19382.8185111768,19388.7409958897
246,2022-07-01 17:13:00,BTC,19388.8159243961,19394.0347598222,19382.4574057911,19385.8726001924
247,2022-07-01 17:14:00,BTC,19385.7217157203,19394.7473916306,19382.598977852,19392.7834344768
248,2022-07-01 17:15:00,BTC,19392.7066931077,19411.9700327517,19392.1792999866,19397.9603068095
249,2022-07-01 17:16:00,BTC,19395.8872132557,19397.5200714403,19375.1010779242,19391.5007480409
250,2022-07-01 17:17:00,BTC,19391.8019706494,19391.8019706494,19376.1154366465,19384.3179490824
251,2022-07-01 17:18:00,BTC,19384.4610780473,19388.3389038057,19366.9248081112,19373.2422815902
252,2022-07-01 17:19:00,BTC,19371.7438788979,19383.744841646,19371.7438788979,19373.9683075412
253,2022-07-01 17:20:00,BTC,19374.6240578863,19377.5321662298,19350.1202776797,19350.1202776797
254,2022-07-01 17:21:00,BTC,19347.8569799405,19357.3728865147,19339.7655889384,19348.586755156
255,2022-07-01 17:22:00,BTC,19348.5363936807,19353.4565735341,19342.4094130584,19348.4306572789
256,2022-07-01 17:23:00,BTC,19348.4231275015,19351.9064577316,19337.0657334487,19341.1978856555
257,2022-07-01 17:24:00,BTC,19341.2673089896,19356.863355376,19341.2673089896,19351.9699879077
258,2022-07-01 17:25:00,BTC,19352.5413960766,19366.4870621843,19349.5441648932,19366.4870469303
259,2022-07-01 17:26:00,BTC,19366.4795230944,19366.4795230944,19346.1650039165,19355.4982487607
260,2022-07-01 17:27:00,BTC,19366.4795230944,19366.4795230944,19346.1650039165,19355.4982487607
261,2022-07-01 17:28:00,BTC,19359.1478961009,19359.4267180468,19351.7281514695,19354.1928358833
262,2022-07-01 17:29:00,BTC,19351.3899743654,19377.5457970757,19351.1076385283,19371.303558066
263,2022-07-01 17:30:00,BTC,19371.2534804997,19372.3359375298,19363.7589408889,19364.2476794742
264,2022-07-01 17:31:00,BTC,19364.2476799544,19367.540854699,19358.3728274674,19365.3458849646
265,2022-07-01 17:32:00,BTC,19365.3079743307,19370.2054429703,19363.7267911297,19365.7846575737
266,2022-07-01 17:33:00,BTC,19365.7771397709,19369.489399889,19356.7471521023,19369.489399889
267,2022-07-01 17:34:00,BTC,19368.9553423327,19438.1708077428,19368.9553423327,19426.9757174796
268,2022-07-01 17:35:00,BTC,19430.3879920767,19430.3879920767,19406.6342551541,19415.9592055065
269,2022-07-01 17:36:00,BTC,19415.8993536293,19415.8993536293,19385.6003996249,19392.6220159552
270,2022-07-01 17:37:00,BTC,19393.0532668644,19421.9179793944,19393.0532668644,19415.540439453
271,2022-07-01 17:38:00,BTC,19415.9171273114,19425.061641071,19407.7148596097,19417.602109987
272,2022-07-01 17:39:00,BTC,19417.6021157411,19422.4290454968,19398.4216136091,19400.1004395847
273,2022-07-01 17:40:00,BTC,19400.0012547341,19400.4984752804,19390.6911631314,19394.8919597178
274,2022-07-01 17:41:00,BTC,19394.7643421951,19395.5717041513,19366.4565449555,19366.4565449555
